activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,2,2,55000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,47.0,44,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,65-74,9999,Yes,,1,1,6,,,,,9,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,75000.0,90.0,7.75,1.69,2,678.0,,0.0,,15.0,180,,,2,2,2,2,195000.0,1,1,3,5,1,,74.0,40,2,2,2,,,,,2,,,,,2,1,5,,,,,5,,,,,2,1,1,2,2,1,55-64,55-64,No,No,1,1,6,,,,,10,,,,2286,13.78,88700,94,796,959,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,85000.0,67.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,125000.0,1,1,3,5,2,,72.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4090,26.43,88700,69,1080,1832,67
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,1,2,75000.0,67.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,235000.0,1,1,3,5,1,,105.0,47,2,2,2,,,,,2,,,,,2,1,5,,,,,5,,,,,1,1,1,2,1,1,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,5481,11.44,88700,87,1680,2057,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,2,2,1,2,35000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,54.0,>60%,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,3,4,>74,9999,Yes,,1,1,6,,,,,3,1.0,,,3274,10.17,88700,104,946,1256,57
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,205000.0,45.0,6.625,0.101,2,3209.0,,219.0,,,360,,,2,2,2,2,455000.0,1,1,3,5,1,,188.0,30%-<36%,1,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,45-54,9999,No,,1,1,1,,,,,10,,,,5382,34.5,88700,134,1373,1749,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,45000.0,75.0,7.75,1.6,2,658.0,,0.0,,,180,,,2,2,2,2,235000.0,1,1,3,5,1,,139.0,30%-<36%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,No,,1,1,6,,,,,10,,,,3261,7.73,88700,120,1192,1547,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,1,2,2,2,2,75000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,55.0,>60%,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,45-54,9999,No,,1,1,6,,,,,1,,,,3261,7.73,88700,120,1192,1547,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Asian,Female,1,1,2,1,1,1,2,2,2,115000.0,80.0,6.625,0.173,2,4979.0,,1718.0,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,60.0,36,1,10,1,12.0,,,,5,,,,,3,4,2,22.0,,,,8,,,,,3,4,2,5,3,4,<25,9999,No,,1,1,1,,,,,10,,,,3618,17.97,88700,139,710,1123,44
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,135000.0,80.0,6.625,0.079,2,4283.0,,729.0,,,360,,,2,2,2,2,175000.0,1,1,3,5,1,,64.0,38,3,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,25-34,9999,No,,1,1,1,,,,,10,,,,5100,17.98,88700,98,1415,1999,70
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,1,2,2,2,105000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,55.0,41,3,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,25-34,9999,No,,1,1,1,,,,,9,,,,4499,19.74,88700,66,886,2219,78
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,15000.0,90.0,7.75,1.72,2,658.0,,0.0,,,180,,,2,2,2,2,85000.0,1,1,3,5,1,,46.0,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,,1,1,6,,,,,10,,,,3953,9.39,88700,121,1299,1507,59
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,1,1,2,2,2,5000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,38.0,<20%,8,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,1,5,3,4,65-74,9999,Yes,,1,1,6,,,,,9,,,,4499,19.74,88700,66,886,2219,78
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,255000.0,68.0,8.25,0.11,2,,,,,,360,,,2,2,2,2,565000.0,1,1,3,5,1,,711.0,30%-<36%,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5382,34.5,88700,134,1373,1749,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012502,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,65000.0,77.0,7.75,1.71,2,658.0,,0.0,,,180,,,2,2,2,2,325000.0,1,1,3,5,1,,108.0,49,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,,1,1,6,,,,,10,,,,3261,7.73,88700,120,1192,1547,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,1,2,35000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,81.0,37,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,3,,,,2286,13.78,88700,94,796,959,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014302,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,1,2,65000.0,31.0,8.25,0.11,2,,,,,,360,,,2,2,2,2,385000.0,1,1,3,5,1,,145.0,37,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,9999,No,,1,1,6,,,,,10,,,,10881,38.55,88700,128,660,799,51
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007010200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,2,2,155000.0,83.0,,,3,,,,,,180,,,2,2,2,2,225000.0,1,1,3,5,1,,79.0,48,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,8,,,,5168,7.59,88700,97,1990,2270,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,97.0,8.25,0.1,2,,,,,,360,,,2,2,2,2,215000.0,1,1,3,5,1,,117.0,20%-<30%,2,2,3,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,4851,13.67,88700,98,1262,1847,64
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,2,2,55000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,36.0,>60%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,9,,,,3463,21.31,88700,86,1116,1508,74
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,1,2,95000.0,80.0,8.25,0.1,2,,,,,,360,,,2,2,2,2,325000.0,1,1,3,5,1,,260.0,30%-<36%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3953,9.39,88700,121,1299,1507,59
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,0,2,1,2,2,2,2,2,35000.0,87.0,6.75,0.57,2,658.0,,,,,180,,,2,2,2,2,105000.0,1,1,3,5,2,,90.0,20%-<30%,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,1,4,35-44,9999,No,,1,1,6,,,,,10,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,35000.0,100.0,8.25,0.1,2,,,,,,360,,,2,2,2,2,175000.0,1,1,3,5,1,,86.0,20%-<30%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,95000.0,32.0,8.25,0.1,2,,,,,,360,,,2,2,2,2,295000.0,1,1,3,5,1,,46.0,49,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,65000.0,47.0,,,3,,,,,,360,,,2,2,2,2,125000.0,1,1,3,5,1,,59.0,50%-60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,3261,7.73,88700,120,1192,1547,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,65000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,59.0,>60%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,35-44,35-44,No,No,1,1,6,,,,,1,,,,4868,9.08,88700,107,1572,2388,46
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,95000.0,80.0,8.25,0.1,2,,,,,,360,,,2,2,2,2,245000.0,1,1,3,5,1,,81.0,49,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3274,10.17,88700,104,946,1256,57
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,75000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,0.0,>60%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,1,,,,3463,21.31,88700,86,1116,1508,74
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,2,2,85000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,55.0,20%-<30%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,Yes,,1,1,6,,,,,9,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,225000.0,90.0,6.75,0.57,2,658.0,,0.0,,,180,,,2,2,2,2,605000.0,1,1,3,5,1,,302.0,30%-<36%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,1,1,125000.0,72.0,,,3,,,,,,360,,,2,2,2,2,205000.0,1,1,3,5,1,,96.0,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,2492,8.19,88700,117,718,977,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,1,2,105000.0,100.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,275000.0,1,1,3,5,1,,49.0,41,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,35-44,45-54,No,No,1,1,6,,,,,10,,,,5481,11.44,88700,87,1680,2057,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,1,2,1,1,1,2,2,2,75000.0,23.0,6.875,0.306,2,3653.0,,219.0,,,360,,,2,2,2,2,335000.0,1,1,3,5,1,,133.0,20%-<30%,3,1,3,,,,,3,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,25-34,25-34,No,No,1,1,1,,,,,10,,,,5382,34.5,88700,134,1373,1749,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,75000.0,73.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,245000.0,1,1,3,5,1,,99.0,47,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,35-44,45-54,No,No,1,1,6,,,,,10,,,,3155,11.25,88700,114,1196,1490,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,55000.0,100.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,165000.0,1,1,3,5,1,,87.0,30%-<36%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,25-34,25-34,No,No,1,1,6,,,,,10,,,,5151,12.44,88700,129,2086,2410,49
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,2,2,2,1,2,75000.0,72.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,165000.0,1,1,3,5,1,,72.0,43,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,10,,,,4530,21.43,88700,138,1348,1951,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014500,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,1,2,1,2,45000.0,30.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,155000.0,1,1,3,5,1,,87.0,<20%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,>74,>74,Yes,Yes,1,1,6,,,,,10,,,,3155,11.25,88700,114,1196,1490,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,25000.0,42.0,6.75,0.4,2,658.0,,0.0,,,180,,,2,2,2,2,205000.0,1,1,3,5,1,,184.0,<20%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3252,24.32,88700,74,774,1475,78
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007000700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,2,2,1,1,55000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,2,,79.0,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,,1,1,6,,,,,1,,,,3501,21.31,88700,58,966,1398,79
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,32,2,2,1,2,105000.0,93.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,185000.0,1,1,3,5,1,,66.0,37,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,3,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3274,10.17,88700,104,946,1256,57
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,32,1,2,1,2,235000.0,97.0,8.25,0.08,2,,,,,,360,,,2,2,2,2,235000.0,1,1,3,5,1,,114.0,30%-<36%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,No,,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001300,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,1,2,1,2,45000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,12.0,>60%,2,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,,1,1,6,,,,,1,,,,2932,43.72,88700,0,63,784,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,45000.0,59.0,6.75,0.23,2,658.0,,0.0,,,180,,,2,2,2,2,275000.0,1,1,3,5,1,,138.0,39,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,55-64,55-64,Yes,No,1,1,6,,,,,10,,,,5151,12.44,88700,129,2086,2410,49
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,32,2,2,2,2,105000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,270.0,20%-<30%,2,2,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,3,3,3,3,45-54,45-54,No,No,1,1,6,,,,,3,,,,5951,12.6,88700,162,1968,2469,41
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,2,2,15000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,36.0,>60%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,35-44,No,No,1,1,6,,,,,1,,,,3186,12.49,88700,138,1052,1385,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007010200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,2,2,145000.0,80.0,6.75,0.36,2,658.0,,0.0,,,180,,,2,2,2,2,225000.0,1,1,3,5,1,,79.0,43,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,,1,1,6,,,,,10,,,,5168,7.59,88700,97,1990,2270,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,75000.0,66.0,8.25,-0.03,2,,,,,,360,,,2,2,2,2,255000.0,1,1,3,5,1,,189.0,30%-<36%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,1,1,1,55-64,45-54,No,No,1,1,6,,,,,10,,,,3618,17.97,88700,139,710,1123,44
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,35000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,60.0,45,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,55-64,9999,No,,1,1,6,,,,,3,,,,3155,11.25,88700,114,1196,1490,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,45000.0,88.0,6.75,0.43,2,658.0,,0.0,,,180,,,2,2,2,2,215000.0,1,1,3,5,1,,62.0,44,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,,1,1,6,,,,,10,,,,4617,10.09,88700,137,1566,1929,56
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,159.0,,,3,,,,,,360,,,2,2,2,2,95000.0,1,1,3,5,1,,54.0,30%-<36%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,25-34,9999,No,,1,1,6,,,,,3,4.0,9.0,,4090,26.43,88700,69,1080,1832,67
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,35000.0,99.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,97.0,<20%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,2,1,1,1,25-34,35-44,No,No,1,1,6,,,,,10,,,,3089,19.55,88700,81,977,1315,77
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,55000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,52.0,50%-60%,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,55-64,9999,No,,1,1,6,,,,,3,1.0,,,5481,11.44,88700,87,1680,2057,48
