activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,1,2,1,1,1,2,2,2,195000.0,80.0,7.0,0.445,2,6410.0,,2679.0,,,360,,,2,2,2,2,245000.0,1,1,3,5,1,,121.0,20%-<30%,3,10,2,,,,,5,,,,,3,4,5,23.0,,,,8,,,,,3,4,1,5,3,4,<25,9999,No,,1,1,1,,,,,10,,,,4851,13.67,88700,98,1262,1847,64
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,1,2,1,1,1,2,2,2,145000.0,80.0,7.0,0.25,2,3351.0,,774.0,,,360,,,2,2,2,2,185000.0,1,1,3,5,1,,44.0,37,3,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,65-74,9999,Yes,,1,1,1,,,,,10,,,,4744,15.37,88700,119,1759,2292,63
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007010200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,75000.0,66.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,205000.0,1,1,3,5,1,,158.0,20%-<30%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,45-54,55-64,No,No,1,1,6,,,,,10,,,,5168,7.59,88700,97,1990,2270,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,1,1,2,1,1,1,2,2,2,145000.0,80.0,7.0,0.25,2,4396.0,,744.0,,,360,,,2,2,2,2,175000.0,1,1,3,5,1,,58.0,38,3,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,,1,1,1,,,,,10,,,,2286,13.78,88700,94,796,959,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,2,1,2,1,2,55000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,63.0,37,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,,1,1,6,,,,,3,,,,5481,11.44,88700,87,1680,2057,48
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,35000.0,90.0,6.75,0.57,2,658.0,,0.0,,,180,,,2,2,2,2,245000.0,1,1,3,5,1,,196.0,30%-<36%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,25-34,No,No,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,35000.0,71.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,105000.0,1,1,3,5,2,,36.0,41,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,3928,24.82,88700,84,721,1330,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,185000.0,80.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,225000.0,1,1,3,5,1,,72.0,50%-60%,2,8,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,<25,No,No,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,2,2,2,1,2,45000.0,81.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,145000.0,1,1,3,5,1,,97.0,20%-<30%,2,2,3,,,,,3,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,3155,11.25,88700,114,1196,1490,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,55000.0,28.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,185000.0,1,1,3,5,1,,48.0,40,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4218,13.8,88700,156,1499,1804,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,75000.0,59.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,225000.0,1,1,3,5,1,,94.0,20%-<30%,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,,1,1,6,,,,,10,,,,4851,13.67,88700,98,1262,1847,64
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,45000.0,84.0,6.75,0.38,2,658.0,,0.0,,,180,,,2,2,2,2,345000.0,1,1,3,5,1,,102.0,30%-<36%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,3953,9.39,88700,121,1299,1507,59
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,32,2,2,1,2,155000.0,100.0,8.25,0.12,2,,,,,,360,,,2,2,2,2,275000.0,1,1,3,5,1,,185.0,20%-<30%,2,2,3,,,,,3,,,,,3,3,6,,,,,6,,,,,3,3,1,1,3,3,55-64,65-74,Yes,Yes,1,1,6,,,,,10,,,,3274,10.17,88700,104,946,1256,57
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,45000.0,100.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,135000.0,1,1,3,5,1,,128.0,20%-<30%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,25-34,35-44,No,No,1,1,6,,,,,10,,,,4744,15.37,88700,119,1759,2292,63
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007010200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,96.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,265000.0,1,1,3,5,1,,172.0,45,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,5168,7.59,88700,97,1990,2270,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,1,2,115000.0,100.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,315000.0,1,1,3,5,1,,163.0,30%-<36%,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,10,,,,5951,12.6,88700,162,1968,2469,41
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,15000.0,80.0,6.75,0.23,2,698.0,,0.0,,35.0,180,,,2,2,2,2,95000.0,1,1,3,5,1,,77.0,48,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,No,,1,1,6,,,,,10,,,,3089,19.55,88700,81,977,1315,77
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,85000.0,42.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,55.0,38,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,2,2,35000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,46.0,47,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,45-54,45-54,No,No,1,1,6,,,,,3,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,1,2,1,2,125000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,14.0,>60%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,,,,,1,,,,3463,21.31,88700,86,1116,1508,74
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,32,2,2,2,2,125000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,172.0,<20%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,45-54,45-54,No,No,1,1,6,,,,,3,8.0,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,55000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,14.0,>60%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,,1,1,6,,,,,1,,,,2277,19.32,88700,138,776,1027,65
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,35000.0,80.0,6.75,0.38,2,673.0,,0.0,,10.0,180,,,2,2,2,2,135000.0,1,1,3,5,1,,34.0,47,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,45-54,35-44,No,No,1,1,6,,,,,10,,,,4499,19.74,88700,66,886,2219,78
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Female,1,0,2,1,32,2,2,1,2,175000.0,95.0,8.25,0.06,2,,,,,,360,,,2,2,2,2,435000.0,1,1,3,5,1,,203.0,30%-<36%,2,2,3,,,,,3,,,,,3,3,5,,,,,6,,,,,3,3,2,3,3,3,35-44,35-44,No,No,1,1,6,,,,,10,,,,3186,12.49,88700,138,1052,1385,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000.0,70.0,8.25,0.06,2,,,,,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,73.0,38,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,25-34,25-34,No,No,1,1,6,,,,,10,,,,2492,8.19,88700,117,718,977,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,32,2,2,1,2,45000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,83.0,50%-60%,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,45-54,9999,No,,1,1,6,,,,,1,,,,5951,12.6,88700,162,1968,2469,41
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,65000.0,84.0,6.75,0.54,2,658.0,,0.0,,15.0,180,,,2,2,2,2,185000.0,1,1,3,5,1,,87.0,46,2,2,2,,,,,3,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,,,,,10,,,,5100,17.98,88700,98,1415,1999,70
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,2,2,45000.0,80.0,6.75,0.46,2,658.0,,0.0,,,180,,,2,2,2,2,195000.0,1,1,3,5,2,,10.0,45,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,55-64,9999,No,,1,1,6,,,,,10,,,,2286,13.78,88700,94,796,959,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,15000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,82.0,20%-<30%,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,45-54,9999,No,,1,1,6,,,,,3,,,,5100,17.98,88700,98,1415,1999,70
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,1,1,2,1,2,145000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,62.0,50%-60%,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,,1,1,6,,,,,1,,,,4744,15.37,88700,119,1759,2292,63
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,85000.0,100.0,8.25,0.06,2,,,,,,360,,,2,2,2,2,255000.0,1,1,3,5,1,,215.0,20%-<30%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,55-64,9999,No,,1,1,6,,,,,10,,,,4617,10.09,88700,137,1566,1929,56
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,55000.0,79.0,6.75,0.36,2,658.0,,0.0,,,180,,,2,2,2,2,215000.0,1,1,3,5,1,,55.0,42,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,35-44,25-34,No,No,1,1,6,,,,,10,,,,4530,21.43,88700,138,1348,1951,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,1,1,2,2,2,135000.0,77.0,7.0,0.375,2,3484.0,,710.0,,,360,,,2,2,2,2,175000.0,1,1,3,5,1,,102.0,20%-<30%,2,1,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,25-34,25-34,No,No,1,1,1,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,1,2,65000.0,80.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,395000.0,1,1,3,5,1,,250.0,44,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,45-54,9999,No,,1,1,6,,,,,10,,,,5151,12.44,88700,129,2086,2410,49
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000.0,74.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,185000.0,1,1,3,5,1,,150.0,20%-<30%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,1,1,6,,,,,10,,,,3953,9.39,88700,121,1299,1507,59
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007000200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,65000.0,41.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,155000.0,1,1,3,5,2,,154.0,30%-<36%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,3247,41.08,88700,78,758,1587,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,95000.0,76.0,7.25,0.57,2,658.0,,0.0,,,180,,,2,2,2,2,385000.0,1,1,3,5,1,,78.0,46,2,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,5951,12.6,88700,162,1968,2469,41
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,25000.0,,,,3,,,,,,360,,,2,2,2,2,,1,1,3,5,1,,35.0,>60%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,,1,1,6,,,,,3,1.0,,,2277,19.32,88700,138,776,1027,65
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013800,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,135000.0,100.0,7.5,0.294,2,3776.0,,219.0,,,360,,60.0,2,2,2,2,135000.0,1,1,3,5,1,,38.0,41,3,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,3463,21.31,88700,86,1116,1508,74
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,175000.0,100.0,8.25,0.07,2,,,,,,360,,,2,2,2,2,275000.0,1,1,3,5,1,,163.0,40,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,2,1,3,3,55-64,55-64,Yes,Yes,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007000400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,105000.0,85.0,,,3,,,,,,360,,,2,2,2,2,115000.0,1,1,3,5,1,,96.0,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,1,4,2,5,1,4,35-44,9999,No,,1,1,6,,,,,4,,,,2244,32.58,88700,52,269,952,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,2,2,55000.0,66.0,6.75,0.46,2,658.0,,0.0,,,180,,,2,2,2,2,325000.0,1,1,3,5,1,,195.0,<20%,2,2,2,,,,,2,,,,,3,3,5,,,,,5,,,,,3,3,1,2,3,3,45-54,45-54,No,No,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007001500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,2,2,75000.0,74.0,6.75,0.46,2,658.0,,0.0,,,145,,,2,2,2,2,215000.0,1,1,3,5,2,,74.0,20%-<30%,2,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,35-44,9999,No,,1,1,6,,,,,10,,,,4530,21.43,88700,138,1348,1951,0
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,2,2,2,2,55000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,28.0,43,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,35-44,9999,No,,1,1,6,,,,,3,,,,3155,11.25,88700,114,1196,1490,62
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012502,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,95000.0,95.0,7.0,0.573,2,3255.0,,694.0,,,360,,,2,2,2,2,105000.0,1,1,3,5,1,,53.0,30%-<36%,3,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,1,5,3,4,25-34,9999,No,,1,1,1,,,,,10,,,,3261,7.73,88700,120,1192,1547,54
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007012202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,145000.0,100.0,8.25,-0.01,2,,,,,,360,,,2,2,2,2,285000.0,1,1,3,5,1,,224.0,20%-<30%,2,2,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,,,,,10,,,,3937,8.36,88700,88,1154,1661,39
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013201,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,1,2,2,2,205000.0,100.0,7.5,0.257,2,3409.0,,219.0,,,360,,60.0,2,2,2,2,205000.0,1,1,3,5,1,,,20%-<30%,3,10,2,,,,,5,,,,,3,4,5,,,,,8,,,,,3,4,2,5,3,4,25-34,9999,No,,1,1,6,,,,,10,,,,2286,13.78,88700,94,796,959,66
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,0,2,1,2,2,2,1,2,55000.0,80.0,8.25,-0.01,2,,,,,,360,,,2,2,2,2,155000.0,1,1,3,5,1,,41.0,38,2,2,2,,,,,2,,,,,3,3,6,,,,,5,,,,,3,3,2,1,3,3,45-54,45-54,No,No,1,1,6,,,,,10,,,,4744,15.37,88700,119,1759,2292,63
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007014400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,32,2,2,2,2,115000.0,84.0,7.25,0.62,2,658.0,,0.0,,,180,,,2,2,2,2,325000.0,1,1,3,5,1,,208.0,<20%,2,2,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,65-74,55-64,Yes,No,1,1,6,,,,,10,,,,4744,15.37,88700,119,1759,2292,63
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,2,2,1,2,205000.0,130.0,,,3,,,,,,360,,,2,2,2,2,415000.0,1,1,3,5,1,,191.0,50%-60%,2,2,2,,,,,3,,,,,3,3,5,,,,,6,,,,,3,3,1,2,3,3,45-54,45-54,No,No,1,1,6,,,,,1,4.0,8.0,,5951,12.6,88700,162,1968,2469,41
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,2,1,2,2,2,45000.0,,,,3,,,,,,180,,,2,2,2,2,,1,1,3,5,1,,41.0,37,2,10,3,,,,,5,,,,,3,4,6,,,,,8,,,,,3,4,3,5,3,4,65-74,9999,Yes,,1,1,6,,,,,9,,,,3252,24.32,88700,74,774,1475,78
2024,549300TDVGWRELEO5F50,13780,NY,36007,36007013304,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,32,2,2,1,2,55000.0,87.0,8.25,-0.01,2,,,,,,360,,,2,2,2,2,195000.0,1,1,3,5,1,,80.0,30%-<36%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,,1,1,6,,,,,10,,,,5951,12.6,88700,162,1968,2469,41
